rating,review_count,isbn,booktype,author,year,genres,dir,rating_count,name
3.77,31737,0316769177,good_reads:book,J D Salinger,1951,classics|fiction|young-adult|literature|academic|school|novels|young-adult|coming-of-age|literature|american|young-adult|high-school|academic|read-for-school,dir01/5107.The_Catcher_in_the_Rye.html,31737,The Catcher in the Rye
4.02,7320,038039586X,good_reads:book,Richard Adams,1972,classics|fiction|fantasy|young-adult|animals|childrens|adventure|literature|novels|book-club,dir01/76620.Watership_Down.html,7320,Watership Down
3.84,38222,0743273567,good_reads:book,F Scott Fitzgerald,1925,classics|fiction|literature|academic|school|historical-fiction|romance|book-club|novels|young-adult|high-school|academic|read-for-school,dir01/4671.The_Great_Gatsby.html,38222,The Great Gatsby
4.31,9713,0385199570,good_reads:book,Stephen King,1978,science-fiction|science-fiction|dystopia|science-fiction|apocalyptic|suspense|novels|science-fiction-fantasy|fantasy|supernatural|adult|mystery|adult-fiction,dir01/149267.The_Stand.html,9713,The Stand
4.03,26761,0743454537,good_reads:book,Jodi Picoult,2004,fiction|womens-fiction|chick-lit|book-club|drama|adult|contemporary|young-adult|adult-fiction|realistic-fiction|novels,dir01/10917.My_Sister_s_Keeper.html,26761,My Sister's Keeper
3.7,12050,0141439475,good_reads:book,Mary Shelley,1818,academic|school|academic|read-for-school|classics|classic-literature|literature|19th-century|european-literature|british-literature|young-adult|high-school|adult|science-fiction-fantasy,dir01/18490.Frankenstein.html,12050,Frankenstein
3.7,8925,0192833596,good_reads:book,Charles Dickens,1861,classics|fiction|literature|historical-fiction|academic|school|novels|classics|classic-literature|european-literature|british-literature|literature|19th-century|academic|read-for-school,dir01/2623.Great_Expectations.html,8925,Great Expectations
4.22,12309,0061120073,good_reads:book,Betty Smith,1943,classics|fiction|book-club|historical-fiction|young-adult|young-adult|coming-of-age|literature|novels|new-york|adult,dir01/14891.A_Tree_Grows_in_Brooklyn.html,12309,A Tree Grows in Brooklyn
4.27,3329,0192835084,good_reads:book,Arthur Conan Doyle,1892,classics|mystery|fiction|short-stories|mystery|crime|mystery|detective|literature|adventure|european-literature|british-literature|historical-fiction,dir01/3590.The_Adventures_of_Sherlock_Holmes.html,3329,"The Adventures of Sherlock Holmes (Sherlock Holmes, #3)"
4.04,7686,0007205236,good_reads:book,Frank McCourt,1996,non-fiction|autobiography|memoir|cultural|ireland|classics|biography|autobiography|biography-memoir|history|european-literature|irish-literature|book-club|biography,dir01/252577.Angela_s_Ashes.html,7686,"Angela's Ashes (Frank McCourt, #1)"
4.16,5130,0451163966,good_reads:book,Ken Kesey,1962,classics|literature|psychology|academic|school|literature|american|contemporary|fiction|mental-health|mental-illness|adult-fiction|classics|modern-classics,dir01/332613.One_Flew_Over_the_Cuckoo_s_Nest.html,5130,One Flew Over the Cuckoo's Nest
3.98,15207,038549081X,good_reads:book,Margaret Atwood,1985,fiction|science-fiction|dystopia|classics|science-fiction|feminism|book-club|fantasy|literature|cultural|canada|novels,dir01/38447.The_Handmaid_s_Tale.html,15207,The Handmaid's Tale
3.94,31472,0307265439,good_reads:book,Cormac McCarthy,2006,science-fiction|apocalyptic|post-apocalyptic|science-fiction|dystopia|horror|book-club|literature|classics|novels|contemporary|science-fiction|apocalyptic,dir01/6288.The_Road.html,31472,The Road
3.94,9589,0061148512,good_reads:book,Sylvia Plath,1963,classics|fiction|psychology|literature|feminism|mental-health|mental-illness|poetry,dir01/6514.The_Bell_Jar.html,9589,The Bell Jar
3.98,16612,0060786507,good_reads:book,Barbara Kingsolver,1998,fiction|historical-fiction|cultural|africa|book-club|classics|literature|novels|contemporary|adult-fiction|religion,dir01/7244.The_Poisonwood_Bible.html,16612,The Poisonwood Bible
4.17,9775,0316323705,good_reads:book,Daphne du Maurier,1938,classics|fiction|mystery|romance|gothic|book-club|historical-fiction|suspense|literature|european-literature|british-literature,dir01/17899948-rebecca.html,9775,Rebecca
4.13,5567,0671727796,good_reads:book,Alice Walker,1982,fiction|historical-fiction|classics|literature|cultural|african-american|feminism|novels|adult|adult-fiction|literature|american,dir01/11486.The_Color_Purple.html,5567,The Color Purple
3.95,6345,0393312836,good_reads:book,Anthony Burgess,1962,classics|science-fiction|science-fiction|dystopia|literature|novels|european-literature|british-literature|adult,dir01/227463.A_Clockwork_Orange.html,6345,A Clockwork Orange
4.28,5226,0374528373,good_reads:book,Fyodor Dostoyevsky,1880,classics|fiction|cultural|russia|literature|literature|russian-literature|philosophy|novels|literature|19th-century|classics|classic-literature|religion,dir01/4934.The_Brothers_Karamazov.html,5226,The Brothers Karamazov
4.23,12644,0156012197,good_reads:book,Antoine de Saint Exup ry,1940,young-adult|childrens|philosophy|classics|novels|fantasy|cultural|france|fiction|childrens|juvenile|adventure,dir01/157993.The_Little_Prince.html,12644,The Little Prince
4.44,35009,0553588486,good_reads:book,George R R Martin,1996,fiction|fantasy|epic-fantasy|science-fiction-fantasy|adult|adventure|fantasy|high-fantasy|epic|fantasy|dragons|science-fiction|novels,dir01/13496.A_Game_of_Thrones.html,35009,"A Game of Thrones (A Song of Ice and Fire, #1)"
3.66,11888,0452011876,good_reads:book,Ayn Rand,1957,fiction|classics|philosophy|literature|politics|science-fiction|science-fiction|dystopia|novels|economics,dir01/662.Atlas_Shrugged.html,11888,Atlas Shrugged
4.14,21408,0440242940,good_reads:book,Diana Gabaldon,1991,historical-fiction|romance|fantasy|fiction|science-fiction|time-travel|romance|historical-romance|adult|cultural|scotland|book-club|science-fiction,dir01/10964.Outlander.html,21408,"Outlander (Outlander, #1)"
4.18,31846,0786838655,good_reads:book,Rick Riordan,2005,fantasy|young-adult|fantasy|mythology|fiction|adventure|childrens|childrens|middle-grade|mythology|greek-mythology|fantasy|urban-fantasy|fantasy|magic,dir01/28187.The_Lightning_Thief.html,31846,"The Lightning Thief (Percy Jackson and the Olympians, #1)"
4.2,34026,0671027344,good_reads:book,Stephen Chbosky,1999,young-adult|fiction|realistic-fiction|contemporary|young-adult|coming-of-age|romance|young-adult|teen|book-club,dir01/22628.The_Perks_of_Being_a_Wallflower.html,34026,The Perks of Being a Wallflower
3.94,7302,0553208845,good_reads:book,Hermann Hesse,1922,classics|fiction|philosophy|literature|religion|spirituality|religion|buddhism|european-literature|german-literature|novels|historical-fiction,dir01/52036.Siddhartha.html,7302,Siddhartha
3.82,3602,0142437239,good_reads:book,Miguel de Cervantes Saavedra,1605,classics|fiction|literature|european-literature|spanish-literature|adventure|novels|historical-fiction|cultural|spain|humor|classics|classic-literature,dir01/3836.Don_Quixote.html,3602,Don Quixote
4.21,46332,1594480001,good_reads:book,Khaled Hosseini,2002,fiction|historical-fiction|book-club|contemporary|novels|literature|classics|adult-fiction|adult|drama,dir01/77203.The_Kite_Runner.html,46332,The Kite Runner
4.21,8768,0552135399,good_reads:book,John Irving,1989,fiction|classics|book-club|literature|contemporary|novels|literary-fiction|adult-fiction|literature|american|adult,dir01/4473.A_Prayer_for_Owen_Meany.html,8768,A Prayer for Owen Meany
4.16,14968,,good_reads:book,Richelle Mead,2007,young-adult|teen|young-adult|fantasy|paranormal|vampires|fantasy|paranormal|young-adult|young-adult-fantasy|romance|young-adult|high-school|romance|paranormal-romance|love,dir01/18660669-vampire-academy.html,14968,"Vampire Academy (Vampire Academy, #1)"
4.2,34030,1451696191,good_reads:book,Stephen Chbosky,1999,young-adult|fiction|realistic-fiction|young-adult|coming-of-age|contemporary|romance|young-adult|teen|book-club|classics|novels,dir01/13573503-the-perks-of-being-a-wallflower.html,34030,The Perks of Being a Wallflower
4.06,55616,0307269752,good_reads:book,Stieg Larsson,2005,mystery|crime|book-club|suspense|thriller|mystery-thriller|contemporary|adult|adult-fiction|mystery|novels|thriller,dir01/2429135.The_Girl_with_the_Dragon_Tattoo.html,55616,"The Girl with the Dragon Tattoo (Millennium, #1)"
4.13,14120,0312353766,good_reads:book,Anita Diamant,1997,historical-fiction|fiction|book-club|religion|adult-fiction|adult|novels|womens|literature|christian,dir01/4989.The_Red_Tent.html,14120,The Red Tent
3.4,7564,0142437247,good_reads:book,Herman Melville,1851,classics|literature|adventure|novels|historical-fiction|literature|american|classics|classic-literature|literature|19th-century,dir01/153747.Moby_Dick_or_The_Whale.html,7564,"Moby-Dick; or, The Whale"
4.03,13892,0553816713,good_reads:book,Nicholas Sparks,1996,love|romance|realistic-fiction|classics|young-adult|novels|romance|contemporary-romance|young-adult|high-school|contemporary|womens-fiction|chick-lit,dir01/15931.The_Notebook.html,13892,"The Notebook (The Notebook, #1)"
4.25,6520,0141301066,good_reads:book,Roald Dahl,1988,childrens|fantasy|young-adult|classics,dir01/39988.Matilda.html,6520,Matilda
4.0,12509,0451529308,good_reads:book,Louisa May Alcott,1868,classics|young-adult|historical-fiction|romance|literature|childrens|classics|classic-literature|literature|19th-century|womens-fiction|chick-lit|literature|american,dir01/1934.Little_Women.html,12509,"Little Women (Little Women, #1)"
3.95,5967,0345476875,good_reads:book,Anne Rice,1976,paranormal|vampires|fantasy|horror|fiction|fantasy|urban-fantasy|gothic|historical-fiction|fantasy|paranormal|science-fiction-fantasy|fantasy|supernatural,dir01/43763.Interview_with_the_Vampire.html,5967,"Interview with the Vampire (The Vampire Chronicles, #1)"
3.93,17399,0312422156,good_reads:book,Jeffrey Eugenides,2002,fiction|book-club|contemporary|historical-fiction|novels|literature|literary-fiction|glbt|adult-fiction|adult,dir01/2187.Middlesex.html,17399,Middlesex
4.11,38249,0385732554,good_reads:book,Lois Lowry,1993,young-adult|science-fiction|dystopia|classics|science-fiction|fantasy|academic|school|childrens|book-club,dir01/3636.The_Giver.html,38249,"The Giver (The Giver, #1)"
3.89,11145,0679879242,good_reads:book,Philip Pullman,1995,young-adult|childrens|science-fiction|adventure|science-fiction|steampunk|science-fiction-fantasy|fantasy|fantasy|magic,dir01/119322.The_Golden_Compass.html,11145,"The Golden Compass (His Dark Materials, #1)"
3.96,22248,0142001740,good_reads:book,Sue Monk Kidd,2001,american|southern|fiction|book-club|novels|literary-fiction|cultural|african-american|young-adult|high-school|media-tie-in|movies|romance|academic|read-for-school,dir01/37435.The_Secret_Life_of_Bees.html,22248,The Secret Life of Bees
3.63,9682,0684830493,good_reads:book,Ernest Hemingway,1952,classics|fiction|literature|novels|academic|school|literature|american|adventure,dir01/2165.The_Old_Man_and_the_Sea.html,9682,The Old Man and the Sea
4.36,1438,0385074077,good_reads:book,Edgar Allan Poe,1975,classics|short-stories|mystery|literature|gothic|poetry|classics|classic-literature|literature|american|fiction|horror,dir01/23919.The_Complete_Stories_and_Poems.html,1438,The Complete Stories and Poems
4.32,1886,0525467564,good_reads:book,A A Milne,1926,classics|childrens|fiction|fantasy|young-adult|childrens|picture-books|animals|childrens|juvenile|literature|european-literature|british-literature,dir02/99107.Winnie_the_Pooh.html,1886,Winnie-the-Pooh
3.66,8943,0140042598,good_reads:book,Jack Kerouac,1957,classics|fiction|travel|literature|novels|literature|american,dir02/70401.On_the_Road.html,8943,On the Road
3.86,4453,0143039563,good_reads:book,Mark Twain,1876,classics|fiction|young-adult|adventure|literature|historical-fiction|childrens|academic|school|literature|american|novels,dir02/24583.The_Adventures_of_Tom_Sawyer.html,4453,The Adventures of Tom Sawyer
4.29,9918,0618346252,good_reads:book,J R R Tolkien,1954,fantasy|classics|fiction|adventure|science-fiction-fantasy|fantasy|epic-fantasy|fantasy|high-fantasy|young-adult|fantasy|magic|literature,dir02/34.The_Fellowship_of_the_Ring.html,9918,"The Fellowship of the Ring (The Lord of the Rings, #1)"
4.08,5373,0142403881,good_reads:book,Roald Dahl,1964,childrens|fantasy|fiction|classics|young-adult|childrens|juvenile|childrens|middle-grade|adventure|european-literature|british-literature|novels,dir02/6310.Charlie_and_the_Chocolate_Factory.html,5373,"Charlie and the Chocolate Factory (Charlie Bucket, #1)"
4.27,4081,0241003008,good_reads:book,Eric Carle,1969,childrens|childrens|picture-books|fiction|animals|classics|kids|science|mathematics|young-adult|childrens|juvenile|environment|nature,dir02/4948.The_Very_Hungry_Caterpillar.html,4081,The Very Hungry Caterpillar
4.05,6820,0571224385,good_reads:book,Milan Kundera,1981,fiction|classics|philosophy|novels|european-literature|czech-literature|contemporary|romance,dir02/9717.The_Unbearable_Lightness_of_Being.html,6820,The Unbearable Lightness of Being
3.99,13930,0751529818,good_reads:book,Mitch Albom,1997,non-fiction|autobiography|memoir|inspirational|biography|philosophy|classics|contemporary|adult|book-club|self-help,dir02/6900.Tuesdays_with_Morrie.html,13930,Tuesdays with Morrie
4.5,108,1557831572,good_reads:book,Reduced Shakespeare Company,1994,plays|classics|humor|drama|fiction|plays|theatre|poetry|literature|humor|funny|humor|comedy,dir02/1423.The_Compleat_Works_of_Wllm_Shkspr.html,108,The Compleat Works of Wllm Shkspr
3.32,8099,0142437263,good_reads:book,Nathaniel Hawthorne,1850,classics|fiction|historical-fiction|academic|school|literature|young-adult|high-school|academic|read-for-school|classics|classic-literature|novels|romance,dir02/12296.The_Scarlet_Letter.html,8099,The Scarlet Letter
4.44,3989,067168390X,good_reads:book,Larry McMurtry,1985,fiction|historical-fiction|classics|western|adventure|literature|novels|book-club|romance,dir02/256008.Lonesome_Dove.html,3989,Lonesome Dove
4.0,6715,0375806814,good_reads:book,Wilson Rawls,1961,classics|fiction|young-adult|childrens|academic|school|animals|historical-fiction|realistic-fiction|academic|read-for-school|childrens|juvenile,dir02/10365.Where_the_Red_Fern_Grows.html,6715,Where the Red Fern Grows
4.33,4781,0679760806,good_reads:book,Mikhail Bulgakov,1967,classics|cultural|russia|fantasy|literature|magical-realism|literature|russian-literature|novels|book-club|historical-fiction|literature|20th-century,dir02/117833.The_Master_and_Margarita.html,4781,The Master and Margarita
3.86,12885,1401308589,good_reads:book,Mitch Albom,2003,fiction|inspirational|contemporary|fantasy|book-club|adult|spirituality|adult-fiction|classics|novels,dir02/3431.The_Five_People_You_Meet_in_Heaven.html,12885,The Five People You Meet in Heaven
4.02,17106,1416989412,good_reads:book,Becca Fitzpatrick,2009,young-adult|fantasy|paranormal|angels|fantasy|paranormal|romance|romance|paranormal-romance|fantasy|supernatural|fiction|fantasy|urban-fantasy|young-adult|teen,dir02/6339664-hush-hush.html,17106,"Hush, Hush (Hush, Hush, #1)"
3.82,25866,1400032717,good_reads:book,Mark Haddon,2003,mystery|young-adult|book-club|contemporary|novels|literature|psychology|adult-fiction|realistic-fiction|adult,dir02/1618.The_Curious_Incident_of_the_Dog_in_the_Night_Time.html,25866,The Curious Incident of the Dog in the Night-Time
3.92,8393,,good_reads:book,Albert Camus,1942,classics|fiction|philosophy|cultural|france|literature|novels|academic|school|european-literature|french-literature,dir02/49552.The_Stranger.html,8393,The Stranger
3.78,13978,0375826696,good_reads:book,Christopher Paolini,2002,fantasy|young-adult|fiction|fantasy|dragons|adventure|fantasy|magic|science-fiction-fantasy|young-adult|teen|fantasy|high-fantasy|fantasy|epic-fantasy,dir02/113436.Eragon.html,13978,"Eragon (The Inheritance Cycle, #1)"
4.13,3063,039480001X,good_reads:book,Dr Seuss,1957,childrens|childrens|picture-books|classics|fiction|poetry|fantasy|humor|kids|animals|young-adult,dir02/233093.The_Cat_in_the_Hat.html,3063,The Cat in the Hat
4.08,9424,0450040186,good_reads:book,Stephen King,1977,horror|fiction|thriller|classics|fantasy|mystery|fantasy|paranormal|suspense|fantasy|supernatural|adult,dir02/11588.The_Shining.html,9424,The Shining (The Shining #1)
4.21,16810,0143034901,good_reads:book,Carlos Ruiz Zaf n,2001,fiction|historical-fiction|mystery|book-club|fantasy|writing|books-about-books|cultural|spain|gothic|european-literature|spanish-literature|literature,dir02/1232.The_Shadow_of_the_Wind.html,16810,"The Shadow of the Wind (The Cemetery of Forgotten Books,  #1)"
4.08,3872,0156001314,good_reads:book,Umberto Eco,1980,mystery|literature|history|mystery|crime|cultural|italy|historical-fiction|medieval|classics|thriller|european-literature|italian-literature,dir02/119073.The_Name_of_the_Rose.html,3872,The Name of the Rose
4.01,7901,0679745580,good_reads:book,Truman Capote,1965,non-fiction|classics|crime|true-crime|mystery|crime|history|mystery|book-club|literature,dir02/168642.In_Cold_Blood.html,7901,In Cold Blood
4.33,1764,0060529962,good_reads:book,Laura Ingalls Wilder,1953,classics|childrens|historical-fiction|young-adult|fiction|childrens|juvenile|literature|kids|childrens|middle-grade|literature|american,dir02/114345.The_Little_House_Collection.html,1764,"The Little House Collection (Little House, #1-9)"
3.97,6586,0156030306,good_reads:book,Daniel Keyes,1959,fiction|classics|science-fiction|young-adult|academic|school|literature|psychology|novels|academic|read-for-school|adult,dir02/18373.Flowers_for_Algernon.html,6586,Flowers for Algernon
4.31,15855,1416975861,good_reads:book,Cassandra Clare,2009,paranormal|angels|historical-fiction|young-adult|teen|adventure,dir02/7171637-clockwork-angel.html,15855,"Clockwork Angel (The Infernal Devices, #1)"
3.73,5429,0553213695,good_reads:book,Franz Kafka,1915,classics|literature|fantasy|short-stories|academic|school|european-literature|german-literature|horror|novels|academic|read-for-school|young-adult|high-school,dir02/485894.The_Metamorphosis.html,5429,The Metamorphosis
